StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q39,Q42_1,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q8_1,Q8_2,Q8_3,Q8_4,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q45_1,Q47_1,Q63_1,Q63_2,Q63_3,Q63_4,Q63_5,Q63_6,Q63_7,Q63_8,Q18_1_1,Q18_1_2,Q18_1_3,Q18_1_4,Q18_1_5,Q18_1_6,Q18_1_7,Q18_1_8,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q17,Q46,Q29,Q30,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q22,Q23,Q27,Q27_2_TEXT,Q24,Q40,Q25,Q25_6_TEXT,Q26,Q48,Q49,Q45,Q18_1_1 - Topics
2017-11-02 00:01:35,2017-11-02 00:12:26,0,134.93.68.201,100,650,1,2017-11-02 00:12:26,R_1gzhN2anmXyCpV1,,,,,50,8.2711029052734,anonymous,EN,1,35,1,1,1,4,1,4,1,4,4,2,4,3,4,3,4,2,6,6,7,4,4,4,4,2,3,3,3,4,3,4,4,3,4,2,4,3,2,3,1.49,0.99,1.49,1.99,0.99,0.99,1.49,0.89,4,5,3,5,4,3,3,4,2,2,1,1,3,3,2,4,4,4,2,4,3,4,2,3,3,2,2,German,3,1,6,Working student,5,1,2,,
2017-11-02 00:02:28,2017-11-02 00:15:06,0,213.147.163.143,100,758,1,2017-11-02 00:15:07,R_1N5quaPpRPgwqc2,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,7,8",24,5,4,5,3,3,3,1,5,5,4,4,1,5,4,4,1,4,4,6,7,4,4,3,2,2,2,2,5,4,4,5,3,3,4,5,3,3,4,€2,€1.5,€3,€4,€2.3,€1.7,€2,€1.5,5,4,4,3,3,4,4,4,2,1,2,2,2,3,5,5,2,4,1,5,5,5,3,3,1,2,1,,1,1,3,,3,2,1,,
2017-11-02 00:12:02,2017-11-02 00:20:22,0,213.162.68.225,100,500,1,2017-11-02 00:20:22,R_3h9CIyL0snYpKnD,,,,,48.143295288086,16.293395996094,anonymous,EN,"1,2,3,4,5,7,8",51,4,5,5,1,3,3,1,5,4,2,5,1,4,1,3,1,2,2,8,4,5,4,2,1,4,4,3,4,4,1,4,3,3,1,4,1,2,3,3,1,3,5,4,2,2,2,5,1,5,5,5,2,5,5,2,2,2,2,"2,3,4",3,1,5,4,2,2,5,3,5,1,3,2,2,1,,1,1,3,,3,1,2,,
2017-11-02 00:12:00,2017-11-02 00:20:55,0,178.165.129.202,100,535,1,2017-11-02 00:20:55,R_vSrd6I8VuGFr8YN,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,7",100,5,3,3,1,1,1,1,5,5,1,3,1,5,1,5,1,1,1,3,7,3,4,5,2,3,3,2,5,3,3,4,3,3,4,4,3,4,3,3.75,3.75,5,5,3,3,1.5,1.5,5,5,5,5,5,5,5,5,2,2,2,1,,2,1,4,1,1,3,2,5,5,1,1,2,1,1,,2,1,2,,4,1,1,,
2017-11-02 00:07:18,2017-11-02 00:20:56,0,212.95.7.56,100,818,1,2017-11-02 00:20:56,R_3qqvpUiOOAIdRvt,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,6,7,8",70,3,5,4,1,3,1,1,4,4,2,4,1,4,5,5,2,4,3,6,8,4,4,3,3,4,5,3,5,3,4,5,3,3,2,4,2,2,3,€2,€1,€2.8,€3,€2.8,€2.5,€2,€1.8,3,3,4,4,4,4,4,4,2,2,1,2,"2,3",2,4,5,5,4,4,4,4,5,3,2,2,2,1,,2,1,1,,4,1,2,,
2017-11-01 20:52:37,2017-11-02 00:21:33,0,80.110.67.235,100,12535,1,2017-11-02 00:21:33,R_9t6o3rQjpTL9uKJ,,,,,48.199996948242,16.350006103516,anonymous,EN,"1,2,3,4,5,6,7,8",75,5,4,5,1,3,1,4,5,5,4,4,4,4,3,4,2,8,7,6,5,5,4,2,2,3,4,5,5,2,2,5,3,2,2,2,1,2,3,2,1.5,1.5,2,1.5,1,2,1.5,3,5,3,5,4,1,3,5,1,2,1,1,"1,4",3,4,2,4,5,4,4,4,4,1,3,2,2,1,,3,1,3,,4,1,1,,
2017-11-02 00:09:40,2017-11-02 00:23:47,0,91.141.3.248,100,847,1,2017-11-02 00:23:47,R_2sd5Qf2USDdu5gS,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,6,7,8",60,5,5,4,4,3,3,1,5,4,4,5,3,5,2,4,2,8,6,8,6,4,3,4,2,4,3,3,4,4,3,5,3,3,2,4,3,2,2,1.99,0.99,1.89,2.49,1.79,1.29,1.69,1.19,3,3,4,5,5,1,4,5,2,2,1,2,3,4,4,5,5,3,3,4,4,4,2,4,2,2,1,,2,1,2,,3,1,2,,
2017-11-02 00:19:35,2017-11-02 00:27:58,0,178.165.131.21,100,502,1,2017-11-02 00:27:58,R_2EppEmijFTUTWeO,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,7,8",51,5,5,3,1,1,1,1,5,4,1,5,1,4,1,4,1,6,6,5,4,4,3,4,2,5,4,3,5,5,2,5,3,3,2,3,2,1,3,1.2,0.8,1.2,1.8,2,2.2,1,1,5,3,4,4,3,3,5,5,2,2,1,1,"3,4",2,2,5,5,5,4,5,4,5,1,3,1,1,1,,2,1,1,,3,1,1,,
2017-11-02 00:30:00,2017-11-02 00:39:32,0,80.110.73.239,100,572,1,2017-11-02 00:39:32,R_1jNisDYtqnBhlaz,,,,,48.198104858398,16.394805908203,anonymous,EN,"1,2,3,4,5,6,7",25,4,4,3,1,4,1,1,5,4,3,4,4,3,3,3,4,8,5,7,4,4,3,3,4,3,4,3,4,1,1,5,3,3,3,4,2,2,3,€3,"€1,5",€3,€5,€2,€1,€2,€1,3,5,4,4,4,2,3,5,1,2,1,1,"1,3,4",1,5,3,1,5,1,1,1,3,1,5,2,2,1,,3,2,4,,3,1,1,,
2017-11-02 00:20:11,2017-11-02 00:40:25,0,80.110.94.13,100,1214,1,2017-11-02 00:40:25,R_1lsiKMi51ntE5iB,,,,,48.199996948242,16.350006103516,anonymous,EN,"1,2,3,4,5,6,7,8",70,3,4,5,1,4,1,5,5,5,3,4,3,3,4,3,1,4,5,7,2,4,1,4,4,4,5,4,5,4,3,5,3,3,2,3,3,1,4,1€,1€,2€,2€,0€,0€,2€,2€,4,2,5,3,1,1,5,5,2,2,2,1,,5,4,4,5,2,4,3,5,5,1,2,2,2,1,,2,1,3,,4,1,2,,
2017-11-02 00:23:06,2017-11-02 00:45:37,0,77.119.129.196,100,1351,1,2017-11-02 00:45:38,R_33fLVHIe7y8ukWS,,,,,48.195205688477,16.350296020508,anonymous,EN,"1,2,3,4,5,6,7,8",40,3,5,1,1,1,1,1,5,5,5,4,4,5,2,5,2,6,7,7,7,5,5,5,2,5,3,5,5,3,1,4,3,3,2,3,3,2,3,2,1.5,3,3,1.5,1,1.5,1.5,5,3,3,3,4,2,3,3,2,2,1,1,"1,3",4,4,4,4,5,2,3,2,4,3,3,2,2,1,,2,1,1,,4,1,2,"Ich fand die Umfrage insofern schwer, weil es innerhalb der Eigenmarken soo einen riesen Unterschied gibt. So ist Spar Premium eine Luxusmarke, mit gutem Design und Advertisment und clever genau das Gegenteil. Auf Spar vital Produkte gibt es Angebote, clever Produkte sind immer von allem ausgenommen. Und so schafft sogar ein Konzern innerhalb seiner Marke eine Hierarchie zu kreieren. Haben die Billa Produkte ein schöneres Design als die clever Produkte ",
2017-11-02 01:01:44,2017-11-02 01:07:42,0,134.93.70.172,100,357,1,2017-11-02 01:07:42,R_pFdsShWDjNqDONz,,,,,50,8.2711029052734,anonymous,EN,"1,2,3",34,3,1,4,4,1,3,1,4,4,3,5,2,3,3,4,2,6,2,5,8,5,4,4,2,4,4,3,5,4,4,1,4,4,5,1,5,4,4,"1,00","0,8","1,5","1,75","1,50","1,50","1,00","0,75",4,4,3,3,4,4,4,3,2,2,2,2,"1,2,3,4",3,3,4,2,3,4,4,2,2,4,2,2,1,2,Germany,3,1,1,,4,1,1,,
2017-11-02 00:46:59,2017-11-02 01:07:56,0,93.44.97.39,100,1257,1,2017-11-02 01:07:56,R_2cpagwvtffdjr94,,,,,41.899993896484,12.483306884766,anonymous,EN,"1,3,5,8",75,4,4,3,3,4,3,5,5,5,4,3,3,4,5,5,2,6,8,7,8,2,4,3,2,3,4,3,5,2,2,5,3,2,2,4,2,2,2,3,2,1.5,2,1,1,1.5,1.2,4,4,4,4,4,4,4,4,1,1,2,2,1,4,4,4,4,4,2,3,3,4,2,3,2,1,2,German,2,1,2,,4,1,2,,
2017-11-02 01:27:40,2017-11-02 01:42:00,0,212.183.113.14,100,859,1,2017-11-02 01:42:00,R_2dmf4N3XDFBaIYx,,,,,47.266693115234,11.399993896484,anonymous,EN,"1,2,3,4,5,6,7,8",79,1,4,5,1,1,1,1,5,5,4,1,2,5,1,4,1,6,4,3,7,1,4,4,2,2,4,2,4,1,5,4,2,1,2,3,1,1,2,3.5,3,3,3.2,4,4,1.2,1.2,2,4,4,4,5,1,3,2,2,1,1,1,,4,5,1,1,5,4,1,1,1,1,3,1,1,2,Greatbritain,2,1,3,,3,2,2,Someone else does the shopping but I still say what i want to habe so in a way it's still up to me.,
2017-11-02 01:48:27,2017-11-02 02:00:11,0,122.56.208.193,100,704,1,2017-11-02 02:00:12,R_1QbgNIcSQRvcJJg,,,,,-43.556503295898,172.60238647461,anonymous,EN,3,53,1,1,1,4,1,3,3,5,5,3,2,2,4,4,5,2,6,3,5,7,2,3,4,2,2,4,2,4,2,3,4,3,3,2,3,2,3,2,2,1,2,3,1,1,1,1,4,4,4,4,1,1,1,1,1,2,2,2,1,1,5,3,3,1,1,2,2,5,1,3,1,2,2,German,1,1,1,,3,1,2,,
2017-11-02 02:43:43,2017-11-02 02:50:48,0,77.119.128.188,100,424,1,2017-11-02 02:50:48,R_31d3lhePxT4uSR6,,,,,48.195205688477,16.350296020508,anonymous,EN,"1,2,3,4,5,7,8",125,5,4,4,1,3,1,1,4,4,2,4,2,2,1,3,2,5,4,6,5,4,4,2,3,2,3,1,3,3,4,4,3,3,4,3,2,3,2,2,1,3,3,"1,50",1,2,2,4,4,3,3,4,3,4,4,2,1,2,2,"2,3,4",2,4,4,2,2,4,4,3,4,1,3,1,1,1,,1,2,4,,3,1,1,,
2017-11-02 03:24:26,2017-11-02 03:39:46,0,75.142.169.128,100,920,1,2017-11-02 03:39:47,R_2YQI6EOM3Fbfe0T,,,,,32.83430480957,-97.228897094727,anonymous,EN,"1,3,4,5,7,8",210,5,4,3,3,1,1,1,5,5,4,4,4,4,4,5,5,6,7,8,7,4,4,2,2,3,4,3,4,2,1,5,2,4,1,4,4,2,4,2,1,2,3,2.5,1.5,1,0.5,3,5,4,4,3,2,3,3,1,2,2,2,"1,2",4,5,5,5,4,4,4,3,5,2,4,2,1,2,German,3,1,1,,4,1,2,,
2017-11-02 00:58:03,2017-11-02 04:44:49,0,207.237.164.158,100,13606,1,2017-11-02 04:44:50,R_1OkjJBbAK0D2zYx,,,,,40.811599731445,-73.953002929688,anonymous,EN,"1,2,3,4,5,7,8",29,3,4,5,1,3,1,1,5,5,2,5,3,5,2,5,1,3,5,8,8,5,3,5,1,3,4,2,5,4,2,5,3,3,2,4,2,2,3,€1.99,0.99,79,1.20,1.99,1.30,1.29,0.89,4,5,3,4,4,4,4,5,2,1,1,1,"1,2,4",3,5,5,5,4,4,5,4,5,1,3,1,1,1,,1,1,3,,3,1,2,,
2017-11-02 05:35:18,2017-11-02 05:45:23,0,91.141.3.34,100,605,1,2017-11-02 05:45:24,R_1Duw7zTiFzVNscf,,,,,48.259094238281,16.333892822266,anonymous,EN,"1,2,3,4,5,7,8",87,4,5,5,1,3,1,3,5,5,4,4,2,4,2,2,4,6,7,7,5,2,4,4,4,5,3,5,4,2,5,5,3,3,4,4,4,4,3,"3,45",1,2,"2,7",2,1,2,"1,5",5,4,4,4,3,3,4,5,2,2,2,1,"2,4",4,5,5,4,5,2,4,4,4,2,4,2,2,1,,1,1,3,,3,1,2,,
2017-11-02 05:56:40,2017-11-02 06:12:40,0,178.114.175.88,100,960,1,2017-11-02 06:12:41,R_RkRHZuxus7EA6fn,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,6,7,8",30,5,4,3,3,1,1,1,5,4,3,4,4,3,1,3,3,5,4,8,5,5,4,3,2,4,3,3,4,3,3,4,3,3,3,3,2,2,3,€2.5,€2.0,€3.0,€3.0,€2.5,€2.5,€2.5,€2.0,4,3,4,4,4,4,2,5,2,2,1,1,"3,4",4,3,4,4,4,3,4,3,5,2,3,2,2,1,,1,1,1,,4,1,1,,
2017-11-02 06:05:27,2017-11-02 06:24:11,0,46.125.249.28,100,1123,1,2017-11-02 06:24:11,R_27OSAC0U3BqK5KX,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,6,7,8",31,5,5,5,3,4,3,1,4,3,1,5,1,4,1,4,2,3,3,7,6,4,4,4,2,3,2,3,4,3,4,4,3,4,3,3,2,3,2,2.5,1.5,3.5,3.50,2.70,2,2,1.20,4,3,4,4,2,5,5,4,2,2,2,2,4,2,3,5,4,2,3,5,4,5,1,2,1,2,1,,3,2,3,,3,1,1,,
2017-11-02 07:30:11,2017-11-02 07:42:05,0,84.169.142.62,100,714,1,2017-11-02 07:42:05,R_A0s6PhKmGpI5mJr,,,,,50.070999145508,8.2565002441406,anonymous,EN,3,250,1,1,1,1,1,1,1,5,5,3,2,2,4,2,4,2,5,4,4,7,2,2,5,2,2,2,3,4,2,1,2,5,3,5,3,5,5,4,4,"3,5","3,5","3,5","2,0",3,"2,5","2,5",2,5,2,4,5,2,3,5,1,2,2,1,"1,4",5,5,2,5,4,4,3,2,4,4,5,4,1,2,US Citizen living in Germany,3,2,4,,5,1,1,,
2017-11-02 07:44:04,2017-11-02 07:55:53,0,213.147.164.201,100,708,1,2017-11-02 07:55:54,R_s7iEU1ck2u0Ovjb,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,6,7,8",50,5,5,4,1,3,1,1,5,5,4,5,4,5,1,5,2,7,6,8,5,5,4,5,3,3,5,3,5,4,4,5,3,3,3,4,2,2,3,3,"1,5",2,4,3,2,2,"1,5",2,5,5,4,5,4,3,5,1,2,2,1,"1,4",1,5,4,3,2,2,5,2,5,3,3,2,2,1,,2,1,3,,4,1,1,,
2017-11-02 07:33:38,2017-11-02 07:58:50,0,178.165.130.242,100,1511,1,2017-11-02 07:58:50,R_1KrPO8DdwaAbJgf,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,6,7",52,5,3,3,4,3,1,5,5,5,5,4,4,5,2,3,2,4,7,7,8,4,4,4,3,3,4,2,4,2,2,4,4,3,3,3,3,3,5,2.5,1.5,1.5,2.9,1.5,1.5,1.9,2,2,3,2,2,2,1,2,2,2,2,1,1,4,2,4,3,3,2,3,2,3,3,2,4,2,2,1,,1,2,3,,3,1,1,,
2017-11-02 07:51:34,2017-11-02 07:59:33,0,176.22.58.83,100,478,1,2017-11-02 07:59:34,R_3fMOPyhBs0WDJlW,,,,,55.666702270508,12.583297729492,anonymous,EN,"1,2,3,4,5,6,7,8",50,4,4,4,4,1,3,1,4,4,2,4,2,3,2,3,2,4,4,7,4,4,4,4,2,3,4,3,4,2,2,4,3,3,2,4,2,4,3,3,2,3,4,3,2,2,1.5,3,4,3,4,4,3,3,5,2,2,2,1,"1,3,4",2,3,4,5,3,3,5,3,4,1,2,2,2,1,,1,1,1,,4,2,2,,
2017-11-02 08:01:27,2017-11-02 08:14:03,0,91.141.1.74,100,756,1,2017-11-02 08:14:03,R_3UV8LsdPkqyApDX,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,6,7,8",25,1,4,5,1,1,1,1,5,5,2,5,4,5,1,5,1,4,7,2,2,5,3,3,2,3,4,1,5,4,4,4,3,3,2,2,3,2,3,2,0.90,2,4,3,"1,5","1,5",1,1,1,2,4,3,2,2,3,1,1,1,1,"1,2,3,4",4,5,4,5,1,3,3,3,5,1,2,3,2,1,,4,1,5,,5,1,2,,
2017-11-02 08:12:57,2017-11-02 08:22:48,0,77.181.88.64,100,591,1,2017-11-02 08:22:48,R_6L85w5PHTDdLzRT,,,,,51.520797729492,7.5184020996094,anonymous,EN,"1,3,4",50,1,3,5,3,1,3,1,5,4,3,4,2,2,2,2,1,3,4,7,2,5,3,3,4,3,3,4,4,4,3,2,4,4,5,3,2,5,3,"2,5","2,0","1,5","2,0","1,8","1,8",2.0,"2,0",4,5,4,4,4,4,4,4,2,2,2,1,1,2,4,4,4,4,4,4,3,3,2,3,2,2,2,Germany,2,1,1,,3,1,2,,
2017-11-02 08:16:10,2017-11-02 08:30:54,0,90.146.217.231,100,883,1,2017-11-02 08:30:54,R_bmzr7COnudYsCmB,,,,,48.167495727539,14.023803710938,anonymous,EN,"1,2,3,4,5,6,7,8",50,5,5,3,3,1,1,1,5,5,3,5,3,1,1,2,2,5,1,8,4,5,1,1,1,4,1,1,5,1,3,2,3,2,5,4,2,4,5,2€,1€,1€,3€,2£,"1,5€","1,7€",1€,5,4,2,4,4,3,3,4,2,1,1,1,"2,3,4",4,4,4,3,3,3,4,3,4,1,3,2,1,1,,1,1,3,,3,2,2,,
2017-11-02 08:17:04,2017-11-02 08:33:38,0,213.225.6.246,100,994,1,2017-11-02 08:33:39,R_3fpG94Z5BKmySrp,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,7,8",60,5,5,4,1,3,1,1,5,4,2,4,2,5,1,3,3,6,3,8,3,5,5,5,2,4,3,2,4,5,2,5,3,3,1,4,2,1,2,€2.5,€1.9,€2,€2.5,€1.4,€1.2,€1.5,€1.3,5,4,4,4,5,4,5,5,2,2,2,1,,1,4,5,5,3,4,5,5,5,1,2,1,2,1,,1,1,1,,3,1,2,,
2017-11-02 08:30:49,2017-11-02 08:38:13,0,88.117.75.202,100,444,1,2017-11-02 08:38:13,R_22t8AcP1k6tch70,,,,,48.199996948242,16.350006103516,anonymous,EN,"1,2,3,4,5,6,7,8",74,4,5,3,1,1,1,3,5,5,3,3,2,5,5,5,2,3,3,5,2,3,2,4,3,3,2,2,5,4,5,5,3,4,3,4,3,3,4,2.5,1.5,2,2,1.5,0.75,2.5,1,5,3,4,3,4,4,3,4,2,1,2,2,"1,3",4,5,4,4,3,5,5,4,5,2,2,2,2,1,,2,1,3,,4,1,1,,
2017-11-02 08:27:58,2017-11-02 08:40:39,0,193.17.11.30,100,760,1,2017-11-02 08:40:39,R_27qlA6yHbNdoQm4,,,,,49.829193115234,8.835693359375,anonymous,EN,"3,5",50,1,3,1,4,1,1,1,5,5,2,4,3,3,1,4,1,6,3,5,7,3,4,4,3,3,3,2,5,3,3,4,3,3,1,4,3,2,3,2.6,1.7,,,1.9,1.3,2.6,2.3,3,4,4,4,4,4,3,3,1,2,2,1,"1,3,4",4,1,4,3,2,4,3,3,3,3,3,3,1,2,Italy,4,2,4,,5,1,2,,
2017-11-02 08:33:16,2017-11-02 08:43:06,0,109.175.98.116,100,590,1,2017-11-02 08:43:06,R_1gbFB0UQuTNYPOQ,,,,,43.850006103516,18.38330078125,anonymous,EN,"1,2,3,4,5,6,7",75,3,4,4,1,5,1,3,5,5,2,4,2,4,2,5,2,4,4,6,6,4,4,4,2,2,2,2,5,3,3,5,3,3,2,3,3,3,3,3.00,1.50,2.00,2.50,1.50,1.00,2.50,1.80,5,5,4,4,4,5,5,5,2,2,1,1,"3,4",2,1,4,3,3,4,4,4,4,1,1,2,2,1,,2,1,1,,4,2,1,,
2017-11-02 08:33:20,2017-11-02 08:43:16,0,178.115.131.102,100,596,1,2017-11-02 08:43:17,R_1dtx99QBVQzVDDl,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,6,7,8",39,3,5,4,4,1,1,1,5,4,2,5,3,4,1,5,3,6,1,8,8,5,3,3,1,4,5,3,4,5,5,3,2,3,4,2,5,1,4,"1,99","1,00","1,90","2,90","2,19","1,59","1,99","1,00",5,1,3,2,5,3,1,5,2,2,2,1,"1,2,3,4",5,4,5,5,5,4,2,5,5,2,4,2,2,1,,1,1,1,,3,1,2,,
2017-11-02 08:35:00,2017-11-02 08:44:05,0,80.110.68.252,100,545,1,2017-11-02 08:44:06,R_2rHDrma5Hlz4mUP,,,,,48.198104858398,16.394805908203,anonymous,EN,"1,2,3,4,5,6,7,8",82,5,5,3,1,3,1,4,5,5,5,5,3,5,4,5,5,6,8,4,4,4,4,5,3,3,5,5,5,3,3,3,3,4,4,3,4,4,4,€3,€1.50,€2.50,€2.50,€2.00,€1.50,€1.50,€1.00,3,5,4,4,4,4,4,5,1,2,1,1,"1,3",4,5,4,5,5,1,4,3,5,1,3,2,2,1,,3,1,2,,4,1,1,,
2017-11-02 08:35:40,2017-11-02 08:48:06,0,178.165.129.77,100,745,1,2017-11-02 08:48:06,R_2XbS3iiMIfFGVXk,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,7,8",19,5,4,4,3,1,1,1,4,4,2,4,2,4,1,1,1,2,2,7,2,2,2,1,3,4,4,4,2,4,2,5,3,3,3,4,3,2,3,3.0,1.5,2.0,3.0,2.5,2.0,2.5,2.5,4,3,5,5,3,3,4,5,2,2,1,1,"3,4",2,4,5,4,2,4,5,3,5,1,2,1,2,1,,1,1,3,,3,1,2,,
2017-11-02 08:37:46,2017-11-02 08:49:04,0,80.110.68.252,100,677,1,2017-11-02 08:49:05,R_23ax1QfYk6x11hv,,,,,48.198104858398,16.394805908203,anonymous,EN,"1,2,3,4,5,6,7,8",85,5,5,1,1,3,1,4,5,5,4,4,3,5,4,5,3,6,7,7,4,4,4,3,2,2,2,4,4,3,3,4,3,3,4,4,2,1,2,2€,1€,2€,3€,2€,0.9€,2€,1.5€,2,5,4,4,4,2,4,4,1,2,1,1,"1,3",4,5,4,2,5,5,2,1,2,1,1,2,1,1,,1,1,1,,4,1,1,,
2017-11-02 08:48:07,2017-11-02 08:56:05,0,80.109.54.154,100,478,1,2017-11-02 08:56:05,R_3hnKGpzzRrC218e,,,,,48.199996948242,16.350006103516,anonymous,EN,"1,2,3,4,5,6,7,8",54,4,3,3,3,4,1,1,5,5,3,4,4,3,2,4,4,7,6,8,7,4,4,4,3,4,4,3,4,2,4,4,3,3,2,3,3,3,3,"1,2","0,8",2,3,1,"0,5",3,1,3,4,3,4,3,2,3,3,1,1,1,2,"1,2",2,2,5,4,4,4,4,3,4,1,1,2,1,2,Romanian,3,1,3,,4,1,1,,
2017-11-02 08:41:56,2017-11-02 08:59:13,0,213.225.15.12,100,1036,1,2017-11-02 08:59:13,R_6fVWQaGCmqXQ8g1,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,7,8",90,5,4,4,1,3,1,1,5,4,3,3,4,4,1,1,1,6,6,7,2,4,4,2,1,3,3,3,4,1,5,5,3,3,3,4,2,1,1,3.5,1.5,2,2.5,1.5,1,2,2,2,4,3,5,4,1,4,4,1,2,1,2,"1,3",5,5,1,1,4,5,1,1,5,4,5,1,2,1,,2,1,1,,3,1,1,It lasts really long...,
2017-11-02 09:02:00,2017-11-02 09:11:54,0,178.115.129.241,100,594,1,2017-11-02 09:11:55,R_3MlLRLZqw3lbo4S,,,,,48.218994140625,16.494995117188,anonymous,EN,"1,2,3,4,5,6,7,8",50,4,5,3,3,3,1,3,5,5,3,4,1,5,1,5,1,6,3,8,6,4,5,5,2,2,4,3,5,3,1,5,3,3,2,4,4,3,3,2.0€,0.99€,3.99€,4.99€,2.99€,2.09€,1.99€,1.00€,5,3,5,5,3,3,4,4,2,1,1,1,"2,3",5,5,5,5,2,4,4,5,5,3,4,1,2,1,,2,1,3,,3,1,1,,
2017-11-02 09:15:09,2017-11-02 09:24:49,0,193.83.105.176,100,579,1,2017-11-02 09:24:49,R_3kB2MKbG9Q8thSj,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,5,7,8",32,4,4,4,1,3,1,1,5,5,4,4,1,4,1,3,1,3,5,7,7,4,4,4,2,1,4,3,4,3,4,4,3,3,2,3,2,2,3,3.00,2.00,2.00,2.00,2.50,1.80,1.70,1.60,3,4,4,4,3,3,4,4,1,2,1,2,"1,3",4,5,5,4,4,4,4,3,5,1,1,2,2,1,,2,1,2,,4,1,1,,
2017-11-02 09:34:04,2017-11-02 09:43:35,0,46.125.250.93,100,571,1,2017-11-02 09:43:35,R_25AA5HYQqefNrSz,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,6,7,8",26,5,3,5,3,1,1,1,5,5,1,5,1,5,2,5,3,1,1,8,8,5,5,5,3,2,2,5,5,3,3,5,5,3,2,3,5,2,5,3,2,1.50,3,2,"1,50",2,"1,70",3,5,5,5,5,3,5,5,1,2,2,2,1,4,5,5,5,5,1,5,5,5,1,5,2,2,1,,3,1,3,,4,1,2,,
2017-11-02 09:30:38,2017-11-02 09:49:39,0,62.175.108.36,100,1140,1,2017-11-02 09:49:39,R_1jPag3T7317qJIi,,,,,41.398406982422,2.1741027832031,anonymous,EN,"3,5",14,1,4,1,5,1,1,1,4,4,3,5,3,4,3,5,3,5,4,8,7,5,5,4,3,4,4,3,4,3,2,5,2,3,3,4,2,2,3,4,3.5,5,5.5,4,3,3,2,3,4,2,4,3,2,3,4,1,1,1,2,1,4,4,4,4,4,3,4,3,5,2,4,2,2,2,France,2,1,4,,5,1,2,,
2017-11-02 09:41:50,2017-11-02 09:50:00,0,185.46.137.7,100,490,1,2017-11-02 09:50:00,R_2ziOUchWQIT8UgG,,,,,52.516693115234,13.399993896484,anonymous,EN,"1,2,3,4,5,7,8",129,4,5,3,1,1,1,1,2,3,4,5,3,2,1,2,3,4,7,7,2,5,4,5,3,2,4,3,4,1,1,5,3,3,3,4,3,3,2,2,1.5,3,3.5,3,2,1.5,0.8,5,5,5,5,5,4,4,5,2,1,1,1,"2,3",3,4,4,4,5,5,3,2,4,4,3,2,1,2,Russia,4,2,4,,4,1,2,,
2017-11-02 09:43:40,2017-11-02 09:51:06,0,143.50.59.55,100,445,1,2017-11-02 09:51:07,R_30kqyGlbGwmsIgC,,,,,47.066696166992,15.449996948242,anonymous,EN,"1,2,3,4,5,7,8",75,4,4,5,1,3,3,1,5,5,2,4,1,4,3,4,1,5,2,6,7,4,4,2,4,3,4,2,4,4,4,5,4,3,2,4,2,2,3,"2,5","1,5","2,99","2,99","1,79","1,79","1,79","1,59",3,3,3,3,3,3,3,2,2,2,1,2,1,2,5,5,5,3,4,5,4,5,1,2,2,2,1,,2,1,3,,3,1,2,,
2017-11-02 09:03:32,2017-11-02 10:13:10,0,212.186.67.141,100,4178,1,2017-11-02 10:13:11,R_1OAGdLJ7bgVRwsh,,,,,48.186492919922,16.354904174805,anonymous,EN,"1,2,3,4,5,6,7,8",60,5,4,3,1,3,1,4,5,5,5,4,1,5,1,5,1,1,8,5,8,4,3,3,1,5,1,3,5,3,3,4,3,3,3,2,2,2,1,"€2,5","€2,0","€2,0","€3,0","€3,0","€3,0","€2,0","€2,5",4,2,5,2,5,4,5,4,2,1,1,2,"2,3",1,4,1,5,4,1,3,2,5,1,1,2,2,1,,4,2,4,,3,1,1,,
