Customer ID,Choice,Gender,Amt_purchased,Frequency,Last_Purchase,First_purchase,P_Child,P_Youth,P_Cook,P_DIY,P_Art
1152,1,0,244,6,5,22,2,1,0,0,1
1153,0,1,192,34,6,52,0,0,3,2,1
1154,1,1,240,2,2,8,0,1,0,0,1
1155,0,1,114,10,2,14,1,0,1,0,0
1156,0,1,241,30,1,30,0,1,0,0,0
1157,0,1,310,6,1,6,0,0,0,1,0
1158,1,0,88,12,2,14,0,0,1,0,0
1159,1,1,257,6,2,8,0,0,2,0,0
1160,0,1,209,4,1,4,1,0,0,0,0
1161,0,1,159,16,2,20,1,0,0,0,0
1162,1,0,384,2,7,44,0,1,1,3,2
1163,1,1,64,14,2,20,0,0,0,0,2
1164,0,0,228,6,2,8,0,0,1,0,0
1165,0,1,146,36,1,36,0,0,0,1,0
1166,0,0,105,10,1,10,0,0,1,0,0
1167,0,0,224,16,2,18,0,1,1,0,0
1168,1,0,135,12,1,12,0,0,0,0,0
1169,0,1,281,6,4,14,1,0,0,1,0
1170,0,1,169,12,1,12,1,0,0,0,0
1171,0,1,150,30,1,30,0,0,0,1,0
1172,0,0,65,12,2,16,1,1,0,0,0
1173,0,1,45,8,1,8,1,0,0,0,0
1174,0,1,244,16,2,20,1,0,0,1,0
1175,0,0,34,4,2,10,1,0,0,0,0
1176,1,1,216,2,1,2,0,0,0,0,0
1177,0,1,413,34,9,74,3,0,1,1,2
1178,0,0,288,2,12,66,2,2,1,3,1
1179,0,1,321,2,2,8,0,0,1,0,1
1180,0,1,349,2,7,28,2,0,2,1,1
1181,0,1,235,2,1,2,0,0,0,0,0
1182,0,1,88,8,3,16,2,0,0,1,0
1183,0,0,26,32,1,32,0,0,1,0,0
1184,1,0,385,4,10,26,2,0,1,3,0
1185,0,0,101,30,1,30,1,0,0,0,0
1186,0,1,170,12,1,12,0,0,1,0,0
1187,0,0,105,12,6,30,1,2,3,0,0
1188,0,1,38,16,1,16,0,0,0,0,0
1189,1,0,229,16,2,20,0,0,1,0,0
1190,0,1,174,6,1,6,0,0,1,0,0
1191,0,1,55,6,2,8,0,0,1,0,0
1192,0,1,170,12,2,18,1,0,1,0,0
1193,0,1,126,14,2,16,0,0,1,0,0
1194,1,0,264,4,12,30,4,2,2,0,1
1195,0,1,107,16,1,16,0,0,1,0,0
1196,0,1,224,10,1,10,0,0,0,0,0
1197,0,1,107,2,2,8,1,0,0,0,1
1198,1,1,340,8,3,16,0,0,0,0,2
1199,0,1,292,16,1,16,0,0,1,0,0
1200,0,1,53,26,2,32,1,1,0,0,0
1201,1,0,287,12,2,16,0,0,0,0,0
1202,0,0,247,10,2,14,0,1,1,0,0
1203,0,0,127,36,1,36,0,0,0,0,0
1204,0,0,194,8,12,54,5,2,3,1,1
1205,1,0,183,8,12,66,4,0,2,1,4
1206,1,1,144,12,1,12,0,1,0,0,0
1207,0,0,239,16,2,22,1,0,0,0,0
1208,0,0,44,2,2,10,0,0,0,1,1
1209,1,0,77,4,2,10,0,1,0,0,0
1210,0,1,217,36,2,44,0,0,0,1,1
1211,0,1,276,24,2,32,0,0,0,2,0
1212,0,1,167,16,1,16,1,0,0,0,0
1213,0,1,186,6,2,14,0,0,1,0,1
1214,1,0,164,10,9,46,0,2,3,0,0
1215,1,1,273,30,9,68,1,3,0,1,1
1216,0,0,88,14,2,22,0,0,1,1,0
1217,0,1,113,4,1,4,0,0,0,0,1
1218,1,1,336,2,10,24,3,0,0,0,2
1219,0,1,301,14,4,34,1,0,2,1,0
1220,0,1,316,32,2,36,0,1,0,1,0
1221,0,1,182,14,2,18,0,1,1,0,0
1222,0,0,150,30,1,30,0,0,1,0,0
1223,0,0,244,18,7,46,1,0,4,1,1
1224,0,1,206,18,4,36,1,1,2,0,0
1225,0,1,122,16,2,18,1,0,1,0,0
1226,0,1,296,16,3,32,0,0,3,0,0
1227,0,1,328,6,4,16,0,1,2,0,1
1228,0,0,155,18,1,18,1,0,0,0,0
1229,1,1,222,14,9,50,2,1,1,1,4
1230,0,1,75,14,2,22,0,0,1,0,0
1231,0,1,91,28,2,30,0,0,1,0,0
1232,0,1,410,16,9,66,2,0,3,1,1
1233,0,0,270,2,2,6,0,1,0,1,0
1234,0,1,229,16,1,16,0,0,0,0,0
1235,0,1,102,22,2,24,2,0,0,0,0
1236,0,1,287,30,1,30,0,0,0,0,0
1237,1,0,405,6,12,70,5,0,0,2,3
1238,1,0,85,6,4,14,1,0,1,0,2
1239,0,1,84,14,1,14,1,0,0,0,0
1240,0,0,115,16,2,20,1,0,0,1,0
1241,0,0,288,16,2,22,0,0,1,1,0
1242,1,1,310,2,1,2,0,0,0,0,0
1243,0,1,280,10,1,10,0,1,0,0,0
1244,1,0,122,2,3,12,0,0,0,0,1
1245,0,0,326,22,4,38,2,0,0,1,0
1246,0,0,49,2,1,2,0,0,0,1,0
1247,1,1,297,14,2,22,1,0,0,0,0
1248,0,0,308,6,1,6,1,0,0,0,0
1249,0,1,216,16,5,28,1,1,1,2,0
1250,1,0,216,2,2,4,1,0,0,1,0
1251,1,1,113,8,1,8,0,1,0,0,0
1252,0,0,247,8,4,22,0,1,2,0,0
1253,0,1,122,16,1,16,0,1,0,0,0
1254,0,1,133,10,1,10,0,0,0,1,0
1255,0,1,228,14,5,32,0,1,1,1,1
1256,0,0,183,4,1,4,0,1,0,0,0
1257,0,1,252,16,1,16,0,0,1,0,0
1258,0,1,261,22,2,30,0,0,1,0,0
1259,0,0,310,12,2,18,0,0,1,0,0
1260,0,1,71,12,3,22,0,1,1,0,0
1261,1,1,303,4,2,8,1,0,0,0,0
1262,1,1,239,14,2,22,1,0,1,0,0
1263,0,1,221,14,2,22,1,0,1,0,0
1264,0,1,219,18,8,40,2,0,4,1,0
1265,0,0,260,12,6,30,5,0,1,0,0
1266,0,0,340,14,4,26,3,0,1,0,0
1267,0,1,104,28,1,28,0,0,0,1,0
1268,0,0,49,16,3,22,1,0,0,1,1
1269,0,1,180,16,2,18,0,1,0,0,1
1270,1,0,183,20,1,20,0,0,0,0,1
1271,0,1,84,16,1,16,0,0,0,0,0
1272,0,0,33,2,2,4,0,1,0,0,0
1273,0,1,139,2,9,44,5,0,1,1,0
1274,0,1,447,8,10,38,1,2,2,1,1
1275,1,0,212,16,5,38,1,0,1,2,0
1276,0,1,78,14,2,20,0,0,2,0,0
1277,0,1,239,12,8,58,1,1,3,1,0
1278,1,1,248,14,1,14,0,0,1,0,0
1279,0,1,57,10,2,14,0,0,2,0,0
1280,0,0,295,8,1,8,0,0,1,0,0
1281,0,1,165,14,2,22,1,0,1,0,0
1282,1,0,103,8,1,8,1,0,0,0,0
1283,0,1,307,34,1,34,0,0,1,0,0
1284,0,1,215,16,6,34,1,0,1,1,2
1285,0,1,163,10,2,12,1,0,0,1,0
1286,0,1,189,12,1,12,0,0,0,1,0
1287,0,0,198,30,1,30,0,0,0,1,0
1288,0,1,42,12,2,18,0,0,2,0,0
1289,1,1,59,16,1,16,0,0,0,1,0
1290,0,1,393,14,12,78,2,0,6,1,1
1291,1,1,159,10,9,46,2,0,1,0,5
1292,0,1,118,16,6,46,1,2,2,1,0
1293,0,1,315,36,11,58,2,3,2,2,0
1294,0,1,273,10,1,10,0,0,1,0,0
1295,0,0,130,14,2,22,0,0,1,0,0
1296,0,1,141,24,2,28,0,0,0,0,0
1297,0,1,298,26,1,26,0,0,0,1,0
1298,0,1,183,2,1,2,0,0,0,0,1
1299,0,1,131,14,2,22,1,0,1,0,0
1300,1,1,233,16,4,36,1,0,0,1,0
1301,0,1,309,10,2,18,0,0,1,1,0
1302,0,0,327,16,2,24,0,0,0,1,0
1303,1,1,315,14,4,24,0,1,0,0,1
1304,0,1,79,10,2,14,0,0,2,0,0
1305,0,1,193,12,5,30,0,1,0,1,0
1306,0,1,34,16,2,24,0,0,2,0,0
1307,0,1,173,10,2,16,2,0,0,0,0
1308,0,0,123,4,2,10,1,1,0,0,0
1309,1,1,237,6,4,16,0,0,1,0,3
1310,0,1,92,14,1,14,1,0,0,0,0
1311,0,1,325,4,10,56,2,0,4,2,1
1312,1,0,195,4,4,16,1,0,1,0,1
1313,0,0,135,4,2,8,0,0,0,0,0
1314,0,1,309,14,1,14,0,0,1,0,0
1315,0,1,396,4,9,24,1,4,2,1,0
1316,0,0,163,6,2,14,2,0,0,0,0
1317,0,1,137,18,2,20,1,0,0,0,0
1318,0,1,129,14,2,20,0,2,0,0,0
1319,0,1,247,20,4,30,1,0,0,0,1
1320,0,1,231,24,2,26,1,0,0,1,0
1321,1,0,360,2,10,22,2,1,1,3,1
1322,0,0,121,10,1,10,0,0,1,0,0
1323,0,1,82,16,1,16,1,0,0,0,0
1324,1,0,386,6,11,36,4,0,1,0,2
1325,0,1,287,22,2,30,0,0,1,0,1
1326,0,0,60,14,4,32,1,1,2,0,0
1327,1,1,286,12,2,14,1,0,0,0,1
1328,0,0,251,12,7,54,2,0,3,1,1
1329,0,1,288,22,1,22,0,0,1,0,0
1330,0,1,302,4,2,8,0,1,0,0,0
1331,0,1,15,12,1,12,1,0,0,0,0
1332,0,0,184,4,2,6,0,0,2,0,0
1333,0,1,292,12,1,12,0,0,1,0,0
1334,0,0,211,6,1,6,0,0,1,0,0
1335,0,0,83,18,1,18,1,0,0,0,0
1336,0,1,191,10,2,12,1,0,0,0,0
1337,0,1,237,12,1,12,0,0,0,0,0
1338,1,1,149,2,5,26,0,1,1,0,3
1339,0,1,201,10,1,10,0,0,1,0,0
1340,1,1,94,2,6,24,1,1,2,1,0
1341,1,0,257,20,6,38,1,0,0,0,1
1342,1,1,292,12,7,52,1,1,1,0,3
1343,1,0,230,4,1,4,0,0,0,0,1
1344,0,0,94,2,2,10,0,0,1,0,1
1345,0,0,232,8,1,8,1,0,0,0,0
1346,0,0,280,34,1,34,0,0,1,0,0
1347,0,1,38,14,1,14,0,0,1,0,0
1348,0,0,244,8,2,12,0,0,2,0,0
1349,0,0,73,18,1,18,1,0,0,0,0
1350,0,0,212,12,2,20,0,0,1,0,1
1351,1,0,343,4,4,18,2,1,0,0,1
1352,0,0,231,14,2,18,0,1,0,1,0
1353,0,1,120,14,1,14,0,0,1,0,0
1354,0,0,268,28,2,32,0,0,0,0,2
1355,0,0,253,14,8,34,2,0,3,1,1
1356,1,0,267,6,3,12,2,0,0,0,0
1357,0,1,42,10,2,16,0,0,0,1,0
1358,0,0,310,12,2,18,1,0,0,0,0
1359,0,1,286,18,8,40,2,0,3,1,0
1360,0,1,174,12,8,54,3,1,2,1,0
1361,0,1,218,2,2,8,1,0,0,1,0
1362,0,1,194,2,2,6,0,0,1,1,0
1363,1,1,276,10,2,14,0,0,1,1,0
1364,0,0,350,12,5,38,0,0,2,3,0
1365,1,0,248,6,2,10,2,0,0,0,0
1366,0,0,175,4,1,4,1,0,0,0,0
1367,1,1,280,6,11,66,5,1,1,0,1
1368,0,0,261,18,2,24,1,0,1,0,0
1369,0,0,326,8,10,36,1,2,5,1,0
1370,0,1,239,6,3,14,2,0,0,0,1
1371,0,1,79,6,2,14,2,0,0,0,0
1372,0,0,152,30,10,82,1,2,3,2,2
1373,0,1,32,16,1,16,0,0,0,1,0
1374,0,0,235,18,1,18,0,0,0,1,0
1375,0,1,156,14,1,14,0,0,1,0,0
1376,0,0,275,12,1,12,0,0,0,1,0
1377,1,1,245,30,1,30,0,0,0,0,1
1378,0,1,17,16,1,16,0,0,0,0,0
1379,0,1,168,10,2,18,2,0,0,0,0
1380,0,1,168,4,1,4,0,1,0,0,0
1381,0,1,297,12,1,12,0,0,0,0,1
1382,1,1,290,2,2,4,0,0,0,0,1
1383,0,1,84,22,2,24,0,0,1,0,0
1384,0,1,229,18,1,18,0,0,1,0,0
1385,0,1,361,14,9,46,0,0,4,2,1
1386,0,1,62,8,1,8,0,0,1,0,0
1387,0,0,174,12,11,48,4,0,1,2,1
1388,1,0,85,10,1,10,0,0,0,0,0
1389,0,0,267,16,2,20,0,0,0,1,1
1390,1,0,136,6,5,28,1,1,2,0,1
1391,1,0,140,4,2,6,1,0,0,0,0
1392,0,0,130,36,2,38,0,0,1,0,1
1393,0,1,260,14,2,16,1,0,1,0,0
1394,1,1,288,30,1,30,0,0,0,1,0
1395,1,0,198,16,5,36,1,0,1,1,2
1396,0,1,345,10,8,44,1,1,2,2,0
1397,0,1,268,2,1,2,0,0,0,1,0
1398,0,1,156,28,2,32,0,0,1,0,0
1399,0,1,302,12,2,16,1,0,1,0,0
1400,1,0,285,14,1,14,1,0,0,0,0
1401,1,1,261,14,7,40,1,1,0,0,4
1402,0,1,148,28,3,40,1,0,1,0,1
1403,0,1,297,8,1,8,0,0,0,0,0
1404,0,1,59,8,1,8,0,0,1,0,0
1405,0,1,117,8,2,14,0,0,0,2,0
1406,0,0,405,14,9,50,3,1,4,0,0
1407,0,1,93,12,1,12,0,0,1,0,0
1408,1,1,305,2,2,10,0,0,1,1,0
1409,0,1,196,16,4,38,2,0,0,2,0
1410,0,1,315,14,5,34,3,0,1,0,0
1411,0,0,150,12,2,18,0,0,0,2,0
1412,0,1,298,22,3,34,1,0,1,0,0
1413,0,1,128,8,1,8,1,0,0,0,0
1414,0,1,272,10,2,12,0,1,1,0,0
1415,0,1,268,8,1,8,0,0,0,1,0
1416,1,0,274,10,5,30,0,1,1,0,2
1417,1,1,150,6,5,28,1,0,2,1,0
1418,1,1,55,2,3,8,0,1,0,0,1
1419,0,0,213,4,4,22,1,0,1,0,0
1420,1,1,165,12,8,32,1,2,1,2,1
1421,1,1,274,8,1,8,0,0,0,0,1
1422,0,1,88,12,1,12,0,0,1,0,0
1423,0,1,284,10,1,10,0,0,1,0,0
1424,0,1,54,14,3,22,1,1,1,0,0
1425,1,0,148,6,4,20,0,1,1,0,2
1426,1,0,287,12,4,24,0,3,0,0,1
1427,0,1,162,6,5,22,0,1,3,0,0
1428,0,1,269,12,3,28,2,0,0,1,0
1429,1,1,266,10,9,50,0,0,5,0,2
1430,0,0,81,10,2,12,0,1,0,1,0
1431,1,0,28,16,1,16,0,0,0,0,0
1432,0,1,30,14,1,14,1,0,0,0,0
1433,0,1,266,2,1,2,0,0,1,0,0
1434,0,1,297,12,1,12,0,0,0,1,0
1435,0,1,186,24,1,24,0,0,0,1,0
1436,0,1,175,12,1,12,1,0,0,0,0
1437,0,1,79,20,1,20,0,0,1,0,0
1438,0,1,312,30,1,30,0,0,1,0,0
1439,0,1,280,30,2,34,0,1,1,0,0
1440,0,0,148,16,4,38,1,1,1,0,0
1441,0,1,231,4,6,40,0,2,1,1,1
1442,0,1,248,36,2,40,0,0,1,1,0
1443,0,1,298,2,1,2,0,0,1,0,0
1444,0,0,40,22,1,22,0,0,0,1,0
1445,0,0,262,10,12,34,1,3,2,3,0
1446,0,1,116,26,1,26,0,0,0,0,0
1447,1,0,352,2,6,22,0,2,1,0,2
1448,0,1,151,10,3,24,1,1,0,1,0
1449,0,1,43,14,1,14,0,0,1,0,0
1450,1,1,313,8,1,8,0,0,0,0,0
1451,0,1,276,14,1,14,0,1,0,0,0
1452,0,1,278,14,1,14,0,0,0,1,0
1453,0,0,118,14,2,22,1,0,0,1,0
1454,0,1,277,10,3,22,1,0,1,1,0
1455,1,1,266,6,2,14,0,0,0,1,1
1456,1,0,252,2,2,4,0,0,1,0,1
1457,0,0,220,28,2,32,0,0,2,0,0
1458,0,1,287,8,2,14,1,1,0,0,0
1459,1,0,283,8,12,62,5,0,4,0,1
1460,0,1,115,24,1,24,0,0,0,0,1
1461,0,1,78,14,2,18,1,0,0,1,0
1462,1,0,118,6,2,8,1,0,0,0,0
1463,0,1,247,32,2,40,1,1,0,0,0
1464,0,1,88,6,2,10,1,1,0,0,0
1465,0,1,75,14,1,14,0,1,0,0,0
1466,0,0,336,16,10,56,2,0,3,2,3
1467,1,0,213,10,3,22,0,1,0,0,2
1468,0,1,63,24,2,26,0,0,1,1,0
1469,0,0,46,2,1,2,1,0,0,0,0
1470,0,1,118,12,1,12,0,0,1,0,0
1471,0,0,191,6,10,56,1,1,4,1,1
1472,1,1,243,16,2,24,1,0,1,0,0
1473,0,1,224,14,2,20,1,0,1,0,0
1474,0,1,231,6,9,44,2,1,3,1,2
1475,0,1,151,4,1,4,1,0,0,0,0
1476,0,1,203,10,9,36,3,1,2,2,0
1477,0,1,186,36,2,40,0,0,2,0,0
1478,0,0,181,10,2,16,1,0,0,0,1
1479,0,0,149,6,2,12,0,1,0,1,0
1480,0,1,123,12,1,12,0,1,0,0,0
1481,0,1,272,4,12,30,5,0,3,1,0
1482,0,0,162,20,1,20,1,0,0,0,0
1483,0,0,197,12,7,48,3,1,0,0,1
1484,0,0,47,2,2,4,0,2,0,0,0
1485,0,1,264,2,2,10,1,0,0,0,1
1486,1,0,320,2,3,18,0,0,0,1,2
1487,1,0,165,2,1,2,1,0,0,0,0
1488,1,1,92,6,1,6,1,0,0,0,0
1489,0,1,247,4,1,4,0,0,1,0,0
1490,0,0,33,10,2,16,0,0,1,0,1
1491,0,0,108,10,2,12,0,0,1,1,0
1492,1,1,289,4,6,28,0,0,2,1,1
1493,1,0,17,4,1,4,1,0,0,0,0
1494,0,1,263,10,1,10,1,0,0,0,0
1495,0,0,303,14,3,28,0,0,2,0,0
1496,1,0,271,10,1,10,0,0,0,0,1
1497,0,0,263,12,1,12,0,0,1,0,0
1498,0,1,300,14,1,14,0,0,1,0,0
1499,0,1,295,10,1,10,0,1,0,0,0
1500,1,0,350,12,4,26,0,0,0,1,2
1501,1,0,111,12,2,20,0,0,0,0,0
1502,0,1,199,12,1,12,0,0,0,0,0
1503,0,1,147,4,1,4,1,0,0,0,0
1504,0,1,192,10,2,12,1,0,1,0,0
1505,1,1,180,16,5,42,2,0,0,1,1
1506,0,1,283,2,1,2,0,0,1,0,0
1507,0,1,281,30,1,30,0,0,0,0,1
1508,0,0,119,34,7,66,1,0,4,0,0
1509,0,0,235,12,10,68,4,0,4,0,1
1510,0,0,265,14,3,24,2,1,0,0,0
1511,1,1,307,8,1,8,1,0,0,0,0
1512,0,1,295,8,2,14,1,0,1,0,0
1513,0,1,303,10,2,14,1,0,0,0,0
1514,0,1,300,10,3,18,1,0,1,0,0
1515,1,0,287,16,1,16,0,0,0,0,0
1516,1,0,53,2,1,2,0,0,0,0,1
1517,0,1,204,4,1,4,0,0,0,0,0
1518,0,1,60,12,2,14,1,0,1,0,0
1519,1,0,371,6,11,40,4,1,4,1,0
1520,1,1,264,4,2,8,0,0,0,1,1
1521,0,1,320,10,2,18,0,1,0,0,0
1522,0,1,94,6,1,6,1,0,0,0,0
1523,0,1,284,30,1,30,0,1,0,0,0
1524,0,1,52,4,2,6,1,0,0,0,0
1525,0,1,178,2,2,6,0,1,0,1,0
1526,1,1,245,2,1,2,1,0,0,0,0
1527,0,1,304,2,1,2,0,0,0,1,0
1528,1,1,97,12,1,12,0,0,0,0,1
1529,0,1,244,6,1,6,0,1,0,0,0
1530,0,1,23,34,1,34,0,0,0,0,0
1531,1,1,170,4,1,4,0,0,1,0,0
1532,1,1,386,4,11,32,1,2,2,1,1
1533,0,0,324,30,2,38,1,1,0,0,0
1534,0,0,123,8,1,8,0,0,0,0,1
1535,0,1,154,10,2,12,0,0,0,1,0
1536,0,1,76,12,2,20,0,0,0,1,0
1537,1,0,256,4,2,8,1,0,1,0,0
1538,1,1,318,14,9,66,5,1,0,0,1
1539,0,0,177,26,1,26,1,0,0,0,0
1540,0,1,111,8,1,8,1,0,0,0,0
1541,0,1,158,16,7,44,0,2,1,2,0
1542,1,1,250,10,1,10,1,0,0,0,0
1543,0,1,229,10,2,12,0,2,0,0,0
1544,0,1,196,30,2,32,0,1,0,1,0
1545,0,1,118,16,1,16,1,0,0,0,0
1546,0,0,304,2,1,2,0,0,0,0,1
1547,1,1,263,4,6,30,2,0,2,1,1
1548,0,1,299,14,2,18,1,0,1,0,0
1549,0,0,236,14,1,14,0,0,0,0,0
1550,0,1,132,18,2,20,1,0,0,0,0
1551,0,1,96,4,2,12,0,0,0,0,1
1552,1,0,154,10,1,10,0,0,1,0,0
1553,0,1,145,4,8,46,2,0,1,1,2
1554,0,1,314,12,9,66,3,0,3,2,0
1555,0,1,327,4,9,38,1,1,2,2,2
1556,1,1,204,12,2,14,0,1,0,0,1
1557,1,1,70,2,1,2,0,0,0,0,0
1558,1,0,243,16,1,16,0,0,0,0,1
1559,0,1,59,8,2,14,1,0,1,0,0
1560,1,0,165,4,2,6,0,0,0,0,2
1561,0,1,127,4,2,6,2,0,0,0,0
1562,0,1,160,22,6,42,1,0,2,1,1
1563,0,1,225,6,9,58,0,1,4,1,1
1564,0,1,144,16,1,16,0,0,1,0,0
1565,0,1,127,26,2,34,0,0,2,0,0
1566,0,1,341,14,6,28,1,1,1,1,0
1567,0,0,401,6,8,40,3,0,2,3,0
1568,0,1,219,12,6,34,2,1,0,0,2
1569,0,1,268,10,2,14,0,1,0,1,0
1570,0,1,85,16,2,22,1,0,0,0,1
1571,1,0,181,14,1,14,0,0,0,0,0
1572,0,1,288,2,2,8,2,0,0,0,0
1573,0,1,86,8,1,8,0,0,0,1,0
1574,0,1,307,16,4,28,2,0,2,0,0
1575,0,1,18,30,1,30,0,0,1,0,0
1576,0,1,71,10,1,10,0,0,0,0,0
1577,1,1,273,14,5,30,0,0,0,1,2
1578,1,1,302,12,2,18,1,0,1,0,0
1579,0,1,227,2,2,8,2,0,0,0,0
1580,1,1,338,4,12,50,1,4,1,1,2
1581,0,1,55,14,2,20,1,0,0,0,0
1582,0,1,27,12,1,12,0,1,0,0,0
1583,1,1,216,10,1,10,0,0,0,0,0
1584,1,1,60,14,4,28,0,0,1,0,1
1585,0,0,89,8,2,14,0,0,0,0,1
1586,0,0,322,24,3,36,0,0,1,0,0
1587,1,1,254,10,2,12,0,0,1,0,1
1588,1,0,74,2,2,6,0,0,0,1,1
1589,1,1,184,10,10,66,1,2,1,1,3
1590,0,1,238,10,2,18,0,0,1,0,0
1591,0,0,390,8,9,38,2,2,3,0,1
1592,0,1,310,12,2,18,0,1,1,0,0
1593,0,1,222,12,1,12,0,0,0,1,0
1594,0,1,110,14,2,18,1,0,1,0,0
1595,0,0,469,8,12,78,3,0,3,3,1
1596,0,1,252,12,1,12,1,0,0,0,0
1597,0,1,59,18,2,22,0,1,0,0,1
1598,0,1,130,14,2,22,0,0,1,0,0
1599,0,1,78,26,1,26,0,0,0,1,0
1600,0,1,143,4,2,12,0,0,0,1,1
1601,0,1,223,28,3,42,0,0,0,2,1
1602,0,1,212,22,1,22,1,0,0,0,0
1603,0,1,176,10,3,20,0,0,3,0,0
1604,0,1,51,4,2,8,0,0,2,0,0
1605,0,1,246,2,2,10,1,0,0,0,1
1606,0,1,94,10,2,12,0,0,1,1,0
1607,0,1,433,16,9,52,4,1,2,1,1
1608,0,1,189,10,2,18,0,0,1,0,1
1609,0,1,262,24,1,24,1,0,0,0,0
1610,0,1,42,20,2,26,0,0,2,0,0
1611,1,0,95,14,1,14,0,0,0,0,1
1612,0,0,161,2,8,18,3,1,2,1,1
1613,0,1,195,10,2,14,1,0,1,0,0
1614,0,0,100,34,5,46,1,1,0,0,0
1615,0,1,178,6,2,14,0,2,0,0,0
1616,0,1,245,12,1,12,0,0,0,1,0
1617,0,0,167,2,1,2,0,0,0,1,0
1618,0,1,165,14,2,22,0,0,1,1,0
1619,0,0,77,6,2,10,0,1,0,0,0
1620,0,1,241,10,1,10,1,0,0,0,0
1621,1,0,427,14,11,74,4,1,1,1,2
1622,0,0,233,8,2,12,0,0,1,0,1
1623,0,1,289,8,1,8,0,0,0,0,0
1624,0,1,311,10,2,16,0,0,0,1,1
1625,0,0,306,14,1,14,1,0,0,0,0
1626,0,1,359,4,7,24,2,1,3,1,0
1627,0,1,263,6,8,50,3,3,1,1,0
1628,0,0,253,16,2,20,0,0,2,0,0
1629,0,0,254,4,1,4,0,0,0,0,0
1630,0,1,326,16,2,24,1,0,1,0,0
1631,0,1,261,14,6,48,2,0,0,1,0
1632,0,1,267,6,2,12,0,0,2,0,0
1633,0,1,120,20,2,22,0,1,0,0,1
1634,0,1,127,14,2,22,1,1,0,0,0
1635,0,0,137,8,5,30,2,1,0,1,0
1636,0,1,246,14,10,66,4,1,1,2,2
1637,0,0,192,12,1,12,0,0,1,0,0
1638,0,1,80,22,1,22,0,0,0,0,1
1639,0,0,205,14,1,14,1,0,0,0,0
1640,0,0,147,8,2,10,2,0,0,0,0
1641,0,0,43,12,1,12,0,1,0,0,0
1642,0,0,176,10,1,10,0,1,0,0,0
1643,0,1,244,18,1,18,0,0,1,0,0
1644,0,1,226,20,4,34,0,0,1,0,1
1645,0,1,303,14,9,60,4,1,1,2,0
1646,0,0,248,16,4,24,1,2,0,1,0
1647,0,0,328,10,2,16,0,1,0,0,1
1648,0,0,199,12,1,12,0,0,0,1,0
1649,0,1,239,12,5,40,1,1,2,0,1
1650,0,1,169,14,10,44,4,1,4,0,0
1651,0,1,143,14,1,14,1,0,0,0,0
1652,0,0,218,2,2,4,0,1,1,0,0
1653,0,1,73,16,2,20,0,0,2,0,0
1654,0,1,276,12,2,14,0,0,1,0,0
1655,0,0,33,2,1,2,1,0,0,0,0
1656,0,1,280,24,1,24,0,1,0,0,0
1657,0,1,198,10,5,28,3,0,1,0,0
1658,0,1,306,30,1,30,0,0,0,0,0
1659,0,1,184,32,2,38,2,0,0,0,0
1660,0,1,302,16,2,24,0,0,0,0,1
1661,0,0,180,10,1,10,0,0,1,0,0
1662,0,0,48,12,1,12,0,1,0,0,0
1663,0,1,172,4,2,6,0,0,1,1,0
1664,0,1,78,16,1,16,0,1,0,0,0
1665,0,0,135,14,1,14,1,0,0,0,0
1666,0,1,198,26,3,38,0,0,1,0,0
1667,0,0,128,14,2,16,1,0,1,0,0
1668,0,0,185,14,5,34,0,0,1,1,1
1669,0,1,280,16,1,16,0,0,1,0,0
1670,0,0,323,14,2,20,1,0,0,0,1
1671,1,0,170,2,6,26,1,2,0,0,1
1672,0,1,90,8,2,12,0,0,2,0,0
1673,0,0,166,12,2,18,2,0,0,0,0
1674,0,0,185,6,1,6,1,0,0,0,0
1675,0,0,162,14,3,28,0,0,1,1,1
1676,0,1,296,10,8,52,3,1,3,0,1
1677,0,1,259,28,3,34,0,1,1,0,1
1678,0,1,146,12,1,12,0,0,0,1,0
1679,0,1,164,12,1,12,0,0,0,1,0
1680,0,1,303,12,10,50,4,2,1,1,0
1681,0,1,278,6,2,12,0,0,1,1,0
1682,0,1,184,26,1,26,1,0,0,0,0
1683,0,1,262,36,12,76,3,2,2,1,3
1684,1,0,252,8,6,30,1,0,1,2,1
1685,0,1,209,2,1,2,1,0,0,0,0
1686,0,1,45,18,1,18,0,0,1,0,0
1687,0,1,175,12,3,22,0,1,2,0,0
1688,0,1,320,10,2,16,0,1,1,0,0
1689,0,1,254,32,5,60,2,2,0,1,0
1690,0,1,118,6,1,6,0,1,0,0,0
1691,0,1,240,10,2,18,0,1,0,0,0
1692,0,1,262,18,2,22,0,0,1,0,0
1693,0,1,186,2,1,2,1,0,0,0,0
1694,1,0,286,10,7,46,1,3,2,1,0
1695,0,1,190,2,12,72,5,1,1,3,1
1696,0,1,125,12,3,24,1,0,0,1,0
1697,0,0,33,6,1,6,1,0,0,0,0
1698,0,1,343,16,4,26,1,1,1,0,0
1699,0,0,312,28,1,28,0,1,0,0,0
1700,0,1,88,4,2,8,0,0,2,0,0
1701,0,1,284,14,2,22,0,0,0,1,0
1702,0,1,25,14,1,14,0,0,1,0,0
1703,0,1,237,14,1,14,0,0,0,0,1
1704,0,1,228,34,1,34,0,0,1,0,0
1705,0,0,158,16,1,16,0,0,0,1,0
1706,0,0,42,6,1,6,1,0,0,0,0
1707,1,0,66,2,4,16,0,0,1,1,1
1708,0,1,147,22,1,22,1,0,0,0,0
