artistName,trackID,trackName,rank,streams,frequency,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,isrc,spotifyArtistID,releaseDate,daysSinceRelease,spotifyFollowers,mbid,artistCountry,indicator,spotify_followers,weeks_since_release
rihanna,32lmL4vQAAotg6MrJnhlQZ,Work,2,6874937,1,66.7,0.538,11,-6.294,0.0953,0.0644,0,0.0928,0.537,91.296,219320,4,QM5FT1600116,5pKCCKE2ajJHZ9KAiaK11H,29.01.2016,429,9687329,73e5e69d-3554-40d8-8516-00cb38737a1c,0,1,9.687329,61.2857142857143
drake,334S9SWZMjyRDN0wrHw7wk,Pop Style,3,7574850,40,72.1,0.461,4,-9.979,0.107,0.173,0.00000331,0.105,0.0566,133.072,212947,4,USCM51600086,3TVXtAsR1Inumwj472S9r4,06.05.2016,331,9338982,9fff2f8a-21e6-47de-a2b8-7f449929d43f,CA,1,9.338982,47.2857142857143
big sean,35k5ePiDMMdacA7jIF9RFY,Intro,136,1469231,1,39.1,0.808,8,-9.302,0.134,0.862,0.000142,0.407,0.297,95.375,64093,3,USUM71615598,0c173mlxpT3dSFRgMO8XPh,03.02.2017,58,1975535,942a9807-9c1a-4a0e-a285-1fde2c5be9d1,0,1,1.975535,8.28571428571429
the weeknd,37F0uwRSrdzkBiuj0D5UHI,Reminder,10,5550909,16,71,0.495,8,-7.369,0.22,0.156,0,0.164,0.404,160.091,218880,4,USUG11600998,1Xyo4u8uXC1ZmMpatF05PJ,25.11.2016,128,5418934,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,CA,1,5.418934,18.2857142857143
r. city,37k7igIs7IrMVUadwWKHJ6,Make Up,154,815789,5,64.6,0.601,9,-5.446,0.0737,0.0154,0,0.0832,0.667,80.031,206707,4,USRC11502218,4TH4BHy0LdBi3dpBW4P2UX,18.09.2015,562,71479,759d57ae-ac3a-4b42-b965-314617a75e4f,US,1,0.071479,80.2857142857143
michael bublé,37UhuyGwWHgS1dhTePiJBy,Have Yourself A Merry Little Christmas,170,747722,2,27.5,0.276,9,-11.395,0.0321,0.602,0.00167,0.121,0.186,68.764,230307,3,USRE11100707,1GxkXlMwML1oSg5eLPiAz3,14.10.2011,1000,1964693,611700cf-27f0-4dc9-ae80-c513a767853e,CA,1,1.964693,142.857142857143
dnce,38510fWvtOkrFjg2EDkJtT,Toothbrush,46,2477625,12,49.5,0.777,7,-5.764,0.177,0.119,0,0.425,0.805,104.458,231813,4,USUM71516725,6T5tfhQCknKG4UnH90qGnz,18.11.2016,135,566294,b02dc689-7859-461d-b70e-9fe1f64fddce,US,1,0.566294,19.2857142857143
the 1975,39Su9qsYZKeHNnoBf9tom7,Somebody Else,98,1128892,2,61.4,0.803,0,-5.764,0.0653,0.227,0.0129,0.237,0.436,100.998,346533,4,GBK3W1500426,3mIj9lX2MWuHmhNCA7LSCW,16.02.2016,411,1609507,5b6ebfe0-f72b-4902-bba9-74c8af0f1af0,GB,1,1.609507,58.7142857142857
post malone,3a1lNhkSLSkpJE4MSHpDu9,Congratulations,8,6570500,14,62.7,0.812,6,-4.215,0.0358,0.198,0,0.212,0.497,123.071,220293,4,USUM71614484,246dkjvS1zLTtiykXe5h60,09.12.2016,114,629608,b1e26560-60e5-4236-bbdb-9aa5a8d5ee19,0,1,0.629608,16.2857142857143
selena gomez,3CJvmtWw2bJsudbAC5uCQk,Hands To Myself,7,4458814,28,80.3,0.492,5,-7.177,0.128,0.0155,0.00000393,0.336,0.486,111.001,200680,4,USUM71513592,0C8ZW7ezQVs4URX5aX7Kqx,09.10.2015,541,3865317,e4bc69e2-a064-4f93-ada1-f7f209cc1cc3,US,1,3.865317,77.2857142857143
twenty one pilots,3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,4,5722351,88,73.4,0.637,4,-5.677,0.141,0.0462,0.0000229,0.0602,0.638,169.977,202333,4,USAT21500597,3YQKmKGau1PzlVlkL1iodx,28.04.2015,705,3888070,a6c6897a-7415-4f8d-b5a5-3a5e05f3be67,US,1,3.88807,100.714285714286
radiohead,3dAxzv7hkxipbuWJaOMzAl,Burn the Witch,131,1011468,1,54.1,0.847,11,-6.52,0.0297,0.303,0.271,0.109,0.625,148.937,220609,4,GBBKS1600071,4Z8W4fKeB5YxbusRsdQVPb,08.05.2016,329,2049397,a74b1b7f-71a5-4011-9441-d0b5e4122711,GB,1,2.049397,47
the weeknd,3dhjNA0jGA8vHBQ1VdD6vV,I Feel It Coming,5,7280908,1,76.7,0.819,0,-5.945,0.127,0.44,0,0.0863,0.587,92.99,269187,4,USUG11601012,1Xyo4u8uXC1ZmMpatF05PJ,25.11.2016,128,5418941,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,CA,1,5.418941,18.2857142857143
g-eazy,3DJzymVeQfMiPRgNSPUavd,Don't Let Me Go,110,961526,1,35,0.65,7,-7.856,0.306,0.0959,0.0000581,0.599,0.416,201.924,191413,4,USRC11502870,02kJSzxNuaWGqwubyUba0Z,04.12.2015,485,1789331,db48610c-6d8f-4d10-90ca-c4d14bb1a8b1,US,1,1.789331,69.2857142857143
one direction,3DnzEB8Ffnp5sjnCbOugUX,Perfect,5,4443123,4,64.7,0.823,2,-5.231,0.0762,0.0598,0,0.119,0.4,99.933,230333,4,GBHMU1500104,4AK6F7OLvEQ5QYCBNiQWHq,16.10.2015,534,6272868,1a425bbd-cca4-4b2c-aeb7-71cb176c828a,GB,1,6.272868,76.2857142857143
halsey,3ek4HgBlmvkTWgfT5sTSe9,Drive,114,813905,2,54.2,0.597,9,-8.444,0.0576,0.241,0.000341,0.112,0.316,113.876,258765,4,USUM71507627,26VFTg2z8YR0cCuwLzESi2,28.08.2015,583,1480257,3377f3bb-60fc-4403-aea9-7e800612e060,US,1,1.480257,83.2857142857143
kygo,3eR23VReFzcdmS7TYCrhCe,It Ain't Me (with Selena Gomez),3,7660897,4,64,0.533,0,-6.596,0.0706,0.119,0,0.0864,0.5,99.968,220781,4,SEBGA1700015,23fqKkggKUBHNkbKtXEls4,17.02.2017,44,1389135,ba0e7638-0cd6-4ff4-8987-c3e224d22c23,NO,1,1.389135,6.28571428571429
fetty wap,3ESSGgWzRf1xvP7G5hHMhB,Again,9,3198856,43,74.8,0.733,11,-4.421,0.072,0.0062,0,0.329,0.273,93.019,312240,4,QMCE31500320,6PXS4YHDkKvl1wkIl4V8DL,25.09.2015,555,2023198,e3492ea0-5997-4241-a7bf-2fd7fb1bfad1,US,1,2.023198,79.2857142857143
bing crosby,3FAO4AyAGNI7QSSnyZD256,White Christmas,56,1942494,1,34.7,0.172,9,-15.435,0.0328,0.903,0.0024,0.37,0.193,97.759,179293,4,USMC14203009,6ZjFtWeHP9XN7FeKSUe80S,07.04.2008,1000,123135,2437980f-513a-44fc-80f1-b90d9d7fcf8f,US,1,0.123135,142.857142857143
chris stapleton,3fqwjXwUGN6vbzIwvyFMhx,Tennessee Whiskey,62,1194592,30,47.2,0.369,9,-10.916,0.0317,0.17,0.00618,0.0808,0.443,101.624,293293,4,USUM71418088,4YLtscXsxbVgi031ovDDdh,04.05.2015,699,349935,71d58182-aa37-4c04-b21a-efe46ea0f221,US,1,0.349935,99.8571428571429
meghan trainor,3ge54HUrk1ht3EX5SMhIzZ,NO,53,2475510,13,47.1,0.802,1,-3.599,0.27,0.0125,0.00000145,0.702,0.649,88.615,213507,4,USSM11600935,6JL8zeS1NmiOftqZTRgdTz,13.05.2016,324,2116485,b2029169-2574-4305-820f-252a5fde3697,US,1,2.116485,46.2857142857143
the beatles,3H7sv3Krffn15BufUuXzf3,Hey Jude - Remastered 2015,114,828437,1,38.6,0.607,10,-7.7,0.0261,0.0112,0.0000138,0.088,0.535,147.207,425653,4,GBUM71505902,3WrFJ7ztbogyGnTHbHJFl2,24.12.2015,465,3021941,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,GB,1,3.021941,66.4285714285714
justin bieber,3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,1,8741229,65,60.9,0.378,4,-9.828,0.438,0.835,0,0.28,0.529,100.418,233720,4,USUM71516761,1uNFoZAHBGtllmzznpCI3s,13.11.2015,506,8714064,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,1,8.714064,72.2857142857143
ariana grande,3IyeQMpMEqNcEvFQGJ2eps,Focus,10,3632728,14,61.2,0.875,1,-6.032,0.351,0.253,0,0.423,0.811,99.882,211360,4,USUM71516960,66CXWjxzNUsdJxJ2JdwvnR,30.10.2015,520,5782059,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,US,1,5.782059,74.2857142857143
disclosure,3jEPu6FD1icy9cLllhB2XK,Omen - Radio Edit,38,1612154,12,64.6,0.787,5,-4.817,0.174,0.103,0,0.373,0.666,106.071,196817,4,GBUM71504534,6nS5roXSAGhTGr34W6n7Et,27.07.2015,615,1144176,ae65c507-d9a0-4d42-9a6c-2b1f82158b9f,GB,1,1.144176,87.8571428571429
justin bieber,3jHCXrZNz8fQEEf4BpWCAj,Purpose,20,3133613,14,48.1,0.285,0,-10.848,0.0424,0.9,0,0.123,0.305,130.029,210160,4,USUM71516767,1uNFoZAHBGtllmzznpCI3s,13.11.2015,506,8714064,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,1,8.714064,72.2857142857143
rihanna,3JishuJqpf1m7Y1dFr15QV,Woo,112,1024872,2,42,0.466,9,-5.298,0.0326,0.0546,0.00389,0.298,0.183,115.004,235587,4,QM5FT1600117,5pKCCKE2ajJHZ9KAiaK11H,29.01.2016,429,9687340,73e5e69d-3554-40d8-8516-00cb38737a1c,0,1,9.68734,61.2857142857143
drake,3m62bJJXGyQKdR9XyRocnl,"Two Birds, One Stone",86,1430450,4,46,0.832,8,-2.628,0.232,0.329,0,0.127,0.341,86.35,238960,4,USCM51600336,3TVXtAsR1Inumwj472S9r4,28.10.2016,156,9338994,9fff2f8a-21e6-47de-a2b8-7f449929d43f,CA,1,9.338994,22.2857142857143
j. cole,3MWlVSkoLS1e66nlZ2tuWJ,For Whom The Bell Tolls,7,8238963,5,65.2,0.407,10,-11.028,0.0354,0.471,0,0.294,0.169,111.65,127880,3,QMJMT1601076,6l3HvQ5sa6mXTsMTB19rO5,09.12.2016,114,2637949,875203e1-8e58-4b86-8dcb-7190faf411c5,US,1,2.637949,16.2857142857143
kanye west,3nAq2hCr1oWsIU54tS98pL,Waves,107,1291184,9,38.6,0.587,10,-4.454,0.0519,0.0363,0.00000371,0.332,0.0423,96.072,181573,4,USUM71603079,5K4W6rqBFWDnAN6FQUkS6x,15.06.2016,291,4422947,164f0d73-1234-4e2c-8743-d77bf2191051,0,1,4.422947,41.5714285714286
zayn,3NdDpSvN911VPGivFlV5d0,I Don’t Wanna Live Forever (Fifty Shades Darker) - From \Fifty Shades Darker (Original Motion Picture Soundtrack)\,3,8188724,13,73.5,0.451,0,-8.374,0.0585,0.0631,0.000013,0.325,0.0854,117.973,245200,4,USQ4E1602586,5ZsFI1h6hIdQRw2ti0hz81,09.12.2016,114,1423958,985f7e6f-0a7e-4de7-b9ec-a5dac63cb2f7,GB,1,1.423958,16.2857142857143
dj khaled,3NMNNcNGnNz7bBSCinr5hv,Gold Slugs,68,1158720,4,40.3,0.919,0,-1.925,0.28,0.323,0,0.382,0.61,117.435,258600,5,USQX91502806,0QHgL1lAIqAw0HtD7YldmP,13.10.2015,537,851422,081a2d60-9791-4e05-a075-f1890355eeee,US,1,0.851422,76.7142857142857
j. cole,3pjUyVbFmM96tYhSaKJwTt,Change,8,8218047,7,58,0.519,11,-10.653,0.251,0.642,0.00116,0.0936,0.234,107.401,331480,4,QMJMT1601086,6l3HvQ5sa6mXTsMTB19rO5,09.12.2016,114,2637949,875203e1-8e58-4b86-8dcb-7190faf411c5,US,1,2.637949,16.2857142857143
bryson tiller,3pXF1nA74528Edde4of9CC,Don't,6,4367511,76,76.5,0.356,11,-5.556,0.196,0.222,0,0.0963,0.191,97.001,198293,4,USRC11501051,2EMAnMvWE2eb56ToJVfCWs,20.05.2015,683,1086793,d8fd8d9b-473b-4f06-83c8-869b1bb9de89,0,1,1.086793,97.5714285714286
justin bieber,3pzjHKrQSvXGHQ98dx18HI,What Do You Mean?,3,7108325,49,84.5,0.567,5,-8.118,0.0956,0.59,0.00142,0.0811,0.794,125.02,205680,4,USUM71511919,1uNFoZAHBGtllmzznpCI3s,13.11.2015,506,8714064,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,1,8.714064,72.2857142857143
elvis presley,3QiAAp20rPC3dcAtKtMaqQ,Blue Christmas,73,1741931,9,46.5,0.27,4,-16.661,0.0425,0.902,0.00104,0.145,0.58,94.519,129173,4,USRC15701155,43ZHCT0cAZBISjO8DG9PnE,01.01.2001,1000,1406440,01809552-4f87-45b0-afff-2c6f0730a3be,US,1,1.40644,142.857142857143
coldplay,3RiPr603aXAoi4GHyXx0uy,Hymn For The Weekend,46,2007933,11,49,0.743,0,-5.155,0.0409,0.255,0.00000721,0.3,0.376,89.974,258827,4,GBAYE1500979,4gzpq5DPGxSnKTe4SA8HAU,04.12.2015,485,7041441,cc197bad-dc9c-440d-a5b5-d52ba2e14234,GB,1,7.041441,69.2857142857143
rihanna,3RJ2kQSMtkNm8Q7rETa1u1,Same Ol’ Mistakes,124,966337,2,44,0.803,8,-5.415,0.0443,0.199,0.00282,0.0591,0.504,151.777,397093,4,QM5FT1600108,5pKCCKE2ajJHZ9KAiaK11H,29.01.2016,429,9687340,73e5e69d-3554-40d8-8516-00cb38737a1c,0,1,9.68734,61.2857142857143
g-eazy,3RJdbAqRg0yRlQJicNa5My,Intro,183,704562,1,46,0.315,2,-11.851,0.0388,0.752,0.0119,0.65,0.0357,87.2,71040,4,USRC11502858,02kJSzxNuaWGqwubyUba0Z,04.12.2015,485,1789336,db48610c-6d8f-4d10-90ca-c4d14bb1a8b1,US,1,1.789336,69.2857142857143
shawn mendes,3RniqZTQjXgHtx2O2ZxA28,No Promises,129,1130413,1,63.5,0.633,4,-6.677,0.138,0.287,0,0.169,0.414,102.411,166053,4,USUM71606062,7n2wHs1TKAczGzO7Dd2rGr,23.09.2016,191,2944964,b7d92248-97e3-4450-8057-6fe06738f735,CA,1,2.944964,27.2857142857143
future,3rOSwuTsUlJp0Pu0MkN8r8,Mask Off,2,9680157,4,81.7,0.418,2,-9.617,0.331,0.00391,0.466,0.173,0.23,150.075,203963,4,USSM11701444,1RyvyyTE3xzB2ZywiAwp0i,17.02.2017,44,2423194,48262e82-db9f-4a92-b650-dfef979b73ec,0,1,2.423194,6.28571428571429
david bowie,3sb66av9ZpdI1JmPDHVa18,Space Oddity - 2009 Remastered Version,81,1120121,1,33.7,0.365,0,-15.091,0.0318,0.0788,0.0000384,0.202,0.498,136.264,317027,4,USJT10900021,0oSGxfWSnnOXhD2fKuz2Gy,14.11.2014,870,1719088,5441c29d-3602-4898-b1a1-b77fa23b8e50,GB,1,1.719088,124.285714285714
lana del rey,3sYDVtqO35oRSOIMx7dOqR,Freak,117,798215,1,30.9,0.426,5,-10.043,0.0355,0.211,0.00124,0.326,0.128,63.174,295093,5,GBUM71503929,00FQb4jTyendYWaN8pK0wa,18.09.2015,562,4800322,b7539c32-53e7-4908-bda3-81449c367da6,US,1,4.800322,80.2857142857143
luke christopher,3TRFq09DUgYj1mug6RRqJW,Lot to Learn,73,1809397,14,40.5,0.846,6,-3.57,0.195,0.0948,0,0.0666,0.609,82.232,248337,4,USRC11500815,787bCXOIvGeBw0Bc4kEjhD,11.09.2015,569,63406,09a6607d-4d1e-42e8-8b67-5af2b5156f86,0,1,0.063406,81.2857142857143
fetty wap,3twQx3psUMJKj4wna5d1zU,Trap Queen,5,3973644,11,74.6,0.873,7,-3.803,0.128,0.0244,0,0.354,0.808,148.075,222093,4,QM7XC1400004,6PXS4YHDkKvl1wkIl4V8DL,25.09.2015,555,2023198,e3492ea0-5997-4241-a7bf-2fd7fb1bfad1,US,1,2.023198,79.2857142857143
john legend,3U4isOIWM3VvDubwSI3y7a,All of Me,121,838858,30,42.2,0.264,8,-7.064,0.0322,0.922,0,0.132,0.331,119.93,269560,4,USSM11303954,5y2Xq6xcjJb2jVM54GHK3t,30.08.2013,1000,1745364,75a72702-a5ef-4513-bca5-c5b944903546,US,1,1.745364,142.857142857143
halsey,3UhxppZQkfk9WniMtjpESF,New Americana,44,1815820,1,47.1,0.698,0,-5.052,0.0318,0.0109,0,0.336,0.335,86.979,183808,4,USUM71507637,26VFTg2z8YR0cCuwLzESi2,28.08.2015,583,1480257,3377f3bb-60fc-4403-aea9-7e800612e060,US,1,1.480257,83.2857142857143
carrie underwood,3uxVUNjF2jtt9zqgJCp9Zh,Smoke Break,171,561170,1,44.1,0.834,11,-3.715,0.0567,0.0484,0,0.153,0.563,160.226,201080,4,GBCTA1500057,4xFUf1FHVy696Q1JQZMTRj,23.10.2015,527,1078267,70f0e309-5418-49b6-a130-666e2f76eecd,US,1,1.078267,75.2857142857143
kendrick lamar,3V8vWoCbKbfjNrPaQ4YtSg,untitled 05 | 09.21.2014.,32,2547927,2,48.8,0.63,0,-9.839,0.508,0.374,0,0.163,0.416,154.152,338427,4,USUM71601676,2YZyLoL8N0Wb9xBt1NhZWg,04.03.2016,394,3454507,381086ea-f511-4aba-bdf9-71c753dc5077,US,1,3.454507,56.2857142857143
ryan adams,3VDx6xXywqEdtlYhShhXtz,Bad Blood,144,703713,1,40.2,0.618,11,-6.984,0.0382,0.00203,0.0472,0.258,0.408,161.879,235120,4,USUG11501148,2qc41rNTtdLK0tV3mJn2Pm,18.09.2015,562,333985,c80f38a6-9980-485d-997c-5c1a9cbd0d64,US,1,0.333985,80.2857142857143
selena gomez,3viZcRlE38APncWJ5VGM4q,Sober,69,1114253,2,42.6,0.766,9,-3.228,0.139,0.172,0,0.0945,0.536,183.955,194827,4,USUM71513589,0C8ZW7ezQVs4URX5aX7Kqx,09.10.2015,541,3865317,e4bc69e2-a064-4f93-ada1-f7f209cc1cc3,US,1,3.865317,77.2857142857143
the chainsmokers,3vv9phIu6Y1vX3jcqaGz5Z,Roses,5,5157265,74,71.3,0.802,4,-7.055,0.0561,0.0435,0.00377,0.309,0.339,100.001,226739,4,USQX91500801,69GGBxA162lTqCwzJG5jLp,23.10.2015,527,2287160,91a81925-92f9-4fc9-b897-93cf01226282,US,1,2.28716,75.2857142857143
the weeknd,3X38ErFiKgzUxinBlhwuWm,Can't Feel My Face,1,5925858,5,71.3,0.766,9,-5.389,0.0455,0.14,0,0.0981,0.571,107.984,215613,4,USUG11500741,1Xyo4u8uXC1ZmMpatF05PJ,28.08.2015,583,5418951,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,CA,1,5.418951,83.2857142857143
the beatles,3xMSaDC9TU6AQJIsxQB7MK,All You Need Is Love - Remastered 2009,135,737864,1,40,0.48,7,-7.768,0.0295,0.346,0.000031,0.155,0.645,103.436,230387,4,GBAYE0601643,3WrFJ7ztbogyGnTHbHJFl2,24.12.2015,465,3021941,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,GB,1,3.021941,66.4285714285714
childish gambino,3Z2sglqDj1rDRMF5x0Sz2R,3005,148,779971,38,47.3,0.461,6,-6.474,0.333,0.149,0,0.0973,0.611,165.985,234213,4,USYAH1300213,73sIBHcqh3Z3NyqHKZ7FOL,01.03.2014,1000,1745719,7fb57fba-a6ef-44c2-abab-2fa3bdee607e,US,1,1.745719,142.857142857143
lauv,3ZD3kjn80pQ9keYO8eqp9d,The Other,86,1984453,9,38,0.553,7,-6.621,0.0653,0.421,0.00000263,0.0788,0.381,179.629,189333,4,TCACE1579641,5JZ7CnR6gTvEMKX4g70Amv,31.03.2015,733,40995,c0ef2ba5-a7b7-40ea-bd27-30acccfcac11,0,1,0.040995,104.714285714286
ellie goulding,3zHq9ouUJQFQRf3cm1rRLu,Love Me Like You Do - From \Fifty Shades Of Grey\,82,1024259,12,23.9,0.613,5,-6.648,0.0543,0.242,0,0.127,0.289,189.628,252534,4,GBUM71406823,0X2BH1fck6amBIoJhDVmmJ,01.02.2015,791,3272617,33ca19f4-18c8-4411-98df-ac23890ce9f5,0,1,3.272617,113
shawn mendes,3zkWCteF82vJwv0hRLba76,Stitches,6,4430233,24,75.1,0.744,10,-6.604,0.0671,0.0186,0,0.0447,0.761,149.961,206880,4,USUM71500658,7n2wHs1TKAczGzO7Dd2rGr,14.04.2015,719,2944964,b7d92248-97e3-4450-8057-6fe06738f735,CA,1,2.944964,102.714285714286
g-eazy,40YcuQysJ0KlGQTeGUosTC,"Me, Myself & I",3,6514793,67,75.7,0.672,0,-6.524,0.0955,0.0186,0,0.158,0.389,111.996,251467,4,USRC11502210,02kJSzxNuaWGqwubyUba0Z,04.12.2015,485,1789338,db48610c-6d8f-4d10-90ca-c4d14bb1a8b1,US,1,1.789338,69.2857142857143
fifth harmony,41F3Bz1FLoYQmxbcG6T1zT,Write On Me,142,958793,1,44.1,0.692,7,-5.427,0.128,0.359,0.00000194,0.161,0.475,189.879,219560,4,USSM11601119,1l8Fu6IkuTP0U5QetQJ5Xt,27.05.2016,310,2223586,e565610b-9a8f-451d-b594-ea658d76f725,US,1,2.223586,44.2857142857143
alessia cara,42ydLwx4i5V49RXHOozJZq,Scars To Your Beautiful,26,3005424,20,32.1,0.754,0,-5.733,0.292,0.0298,0,0.11,0.424,191.768,230227,4,USUM71506811,2wUjUUtkb5lvLKcGKsKqsR,11.03.2016,387,1010465,97e69730-3791-423b-9770-287261588854,CA,1,1.010465,55.2857142857143
kendrick lamar,439TlnnznSiBbQbgXiBqAd,m.A.A.d city,150,898664,16,48.2,0.72,2,-6.812,0.271,0.0553,0.00000207,0.461,0.222,90.999,350120,4,USUM71210784,2YZyLoL8N0Wb9xBt1NhZWg,17.06.2013,1000,3454523,381086ea-f511-4aba-bdf9-71c753dc5077,US,1,3.454523,142.857142857143
david guetta,46NBoIAHrmR7qcUGCIFEjR,This One's For You (feat. Zara Larsson) - Official Song UEFA EURO 2016,51,2269161,16,36.7,0.915,9,-3.456,0.0488,0.0022,0.0000581,0.0905,0.348,110.169,207273,4,GB28K1500141,1Cs0zKBU1kc0i8ypK3B9ai,13.05.2016,324,8429636,302bd7b9-d012-4360-897a-93b00c855680,FR,1,8.429636,46.2857142857143
carrie underwood,46W2wkCzFerbeQbNz3EIaa,Smoke Break,178,647023,1,45.3,0.839,11,-3.702,0.0511,0.0513,0,0.348,0.561,160.16,198333,4,GBCTA1500057,4xFUf1FHVy696Q1JQZMTRj,23.10.2015,527,1078267,70f0e309-5418-49b6-a130-666e2f76eecd,US,1,1.078267,75.2857142857143
florida georgia line,46ZfPS5VpSQVU5gb82hg3K,Anything Goes,153,676444,14,46.2,0.977,0,-3.805,0.045,0.00172,0,0.352,0.757,154.038,218867,4,USUM71412647,3b8QkneNDz4JHKKKlLgYZg,24.09.2014,921,723043,c16817df-0160-490d-a437-c128cbca9218,US,1,0.723043,131.571428571429
bon iver,47IklCMgkgWvI4jpkdrop0,8 (circle),143,1082049,1,40.4,0.408,9,-10.77,0.0349,0.911,0.0512,0.117,0.0697,125.004,309013,4,US38Y1630008,4LEiUm1SRbFMgfqnQTwUbQ,30.09.2016,184,1601317,437a0e49-c6ae-42f6-a6c1-84f25ed366bc,US,1,1.601317,26.2857142857143
zayn,48qaQk75LoWs5qgsZgbkA5,sHe,50,2049483,2,55.5,0.532,8,-7.349,0.0765,0.0461,0,0.117,0.661,91.245,189960,4,USRC11600388,5ZsFI1h6hIdQRw2ti0hz81,25.03.2016,373,1423958,985f7e6f-0a7e-4de7-b9ec-a5dac63cb2f7,GB,1,1.423958,53.2857142857143
florida georgia line,498ZVInMGDkmmNVpSWqHiZ,May We All,151,1042930,7,48.8,0.915,7,-4.255,0.0389,0.0406,0,0.351,0.637,75.019,226173,4,QM3E21602022,3b8QkneNDz4JHKKKlLgYZg,26.08.2016,219,723043,c16817df-0160-490d-a437-c128cbca9218,US,1,0.723043,31.2857142857143
mumford & sons,4A57CXs3jAmyNTMAwWaV53,Believe,142,621564,7,36.2,0.668,2,-5.975,0.0431,0.035,0.0212,0.219,0.348,113.996,220867,4,GBUM71500530,3gd8FJtBJtkRxdfbTu19U2,04.05.2015,699,3281797,c44e9c22-ef82-4a77-9bcd-af6c958446d6,GB,1,3.281797,99.8571428571429
d.r.a.m.,4a87wpeqAcOv03pYihEzku,Broccoli (feat. Lil Yachty),3,7051683,7,88.6,0.525,8,-7.39,0.131,0.236,0,0.057,0.711,145.99,225205,4,USUYG1098775,5M0lbkGluOPXLeFjApw8r8,06.04.2016,361,242452,6247d69d-426f-440f-97e0-74a9a0b00358,0,1,0.242452,51.5714285714286
kings of leon,4abm3RbYBcQlrxdV1ObjUj,Waste A Moment,171,1000805,1,43.6,0.85,2,-4.86,0.0617,0.000861,0.74,0.128,0.514,152.644,183093,4,USRC11601471,2qk9voo8llSGYcZ6xrBzKx,09.09.2016,205,1838922,6ffb8ea9-2370-44d8-b678-e9237bbd347b,US,1,1.838922,29.2857142857143
the weeknd,4AILWMTyKIlicSfDVNtZQD,Often,56,1136241,7,38,0.614,7,-8.439,0.0487,0.255,0,0.0824,0.0793,133.906,250000,4,USUG11401323,1Xyo4u8uXC1ZmMpatF05PJ,28.08.2015,583,5418955,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,CA,1,5.418955,83.2857142857143
kanye west,4BsFUZlt8vQ1wH3vlmBu8c,Famous,3,6079121,2,48.1,0.741,6,-3.674,0.102,0.0567,0,0.115,0.429,174.002,196040,4,USUM71603020,5K4W6rqBFWDnAN6FQUkS6x,15.06.2016,291,4422953,164f0d73-1234-4e2c-8743-d77bf2191051,0,1,4.422953,41.5714285714286
michael bublé,4cfFatS3ssDtqDDRz25RRB,Christmas (Baby Please Come Home),180,728824,1,49.5,0.793,6,-5.696,0.03,0.000942,0.00000829,0.0791,0.658,125.998,187920,4,USRE11100708,1GxkXlMwML1oSg5eLPiAz3,14.10.2011,1000,1964695,611700cf-27f0-4dc9-ae80-c513a767853e,CA,1,1.964695,142.857142857143
drake,4ckuS4Nj4FZ7i3Def3Br8W,Sneakin’,8,4952571,21,80.4,0.56,8,-6.682,0.185,0.00479,0,0.164,0.264,85.023,251333,4,USCM51600337,3TVXtAsR1Inumwj472S9r4,24.10.2016,160,9339012,9fff2f8a-21e6-47de-a2b8-7f449929d43f,CA,1,9.339012,22.8571428571429
drake,4CpKEkdGbOJV51cSvx7SoG,Controlla,4,6574566,44,74.7,0.477,10,-11.062,0.276,0.0962,0,0.114,0.339,93.44,245227,4,USCM51600080,3TVXtAsR1Inumwj472S9r4,06.05.2016,331,9339012,9fff2f8a-21e6-47de-a2b8-7f449929d43f,CA,1,9.339012,47.2857142857143
nat king cole,4cqLCCMzG6GQ9Bch2PBzFp,The Christmas Song (Merry Christmas To You),63,1835566,8,38.1,0.141,1,-15.439,0.0384,0.857,0.00000113,0.0995,0.19,131.76,191640,4,USCA29900551,7v4imS0moSyGdXyLgVTIV7,02.10.2009,1000,333430,fbe054ec-a143-4101-9e9e-64abc5ff5ac9,US,1,0.33343,142.857142857143
lukas graham,4dbV37qzkwZOnkGVpsR0Q7,7 Years,2,6546742,18,73.2,0.484,10,-5.835,0.0612,0.29,0,0.387,0.331,119.884,237300,4,USWB11506516,25u4wHJWxCA9vO0CzxAbK7,23.10.2015,527,783809,124cec07-44f1-4a99-9aaa-96a5bb9ec0bd,DK,1,0.783809,75.2857142857143
kanye west,4dmCMIu39DqyalBCENwSxk,Highlights,51,2108346,4,54.2,0.631,2,-6.232,0.19,0.00568,0,0.304,0.367,101.948,199867,4,USUM71603074,5K4W6rqBFWDnAN6FQUkS6x,15.06.2016,291,4422953,164f0d73-1234-4e2c-8743-d77bf2191051,0,1,4.422953,41.5714285714286
